一 P21'S01
芋 P12'S01'S03'S03'S01'S01'S03'S01'S06
芍 P12'S01'S03'S03'S04'S20'S06
吏 P21'S01'S03'S08'S01'S04'S05
夷 P21'S01'S08'S01'S29'S04'S05
吁 P02'S03'S08'S01'S01'S01'S12
吕 P12'S03'S08'S01'S03'S08'S01
吆 P02'S03'S08'S01'S14'S14'S06
屹 P02'S03'S11'S03'S04'S01'S27
廷 P37'S04'S01'S03'S01'S26'S05
迄 P37'S04'S01'S27'S06'S26'S05
臼 P21'S04'S03'S08'S01'S01'S01
仲 P02'S04'S03'S03'S08'S01'S03
伦 P02'S04'S03'S04'S05'S04'S24
伊 P02'S04'S03'S08'S01'S01'S04
肋 P02'S04'S20'S01'S01'S20'S04
旭 P37'S04'S27'S03'S08'S01'S01
匈 P38'S04'S20'S04'S06'S11'S03
凫 P38'S04'S20'S06'S29'S04'S27
妆 P02'S03'S06'S02'S15'S04'S01
亥 P21'S06'S01'S14'S04'S04'S06
汛 P02'S06'S06'S02'S21'S01'S03
讳 P02'S06'S19'S01'S01'S20'S03
讶 P02'S06'S19'S01'S14'S12'S04
讹 P04'S06'S19'S04'S03'S01'S24
讼 P02'S06'S19'S04'S05'S14'S06
诀 P02'S06'S19'S08'S01'S04'S05
弛 P02'S08'S01'S29'S20'S03'S24
阱 P02'S28'S03'S01'S01'S04'S03
驮 P01'S08'S29'S01'S01'S04'S05
驯 P01'S08'S29'S01'S04'S03'S03
纫 P02'S14'S14'S02'S20'S04'S06
玖 P02'S01'S01'S03'S01'S04'S03'S08'S01'S01'S01
玛 P02'S01'S01'S03'S01'S08'S29'S01
韧 P02'S01'S01'S20'S03'S20'S04'S06
抠 P04'S01'S12'S02'S01'S11'S04'S06
扼 P04'S01'S12'S02'S01'S04'S20'S24
汞 P12'S01'S03'S01'S12'S09'S04'S05
扳 P02'S01'S12'S02'S04'S04'S09'S05
抡 P02'S01'S12'S02'S04'S05'S04'S24
坎 P02'S01'S03'S01'S04'S10'S04'S05
坞 P02'S01'S03'S01'S04'S20'S29'S01
抑 P04'S01'S12'S02'S04'S13'S20'S03
拟 P04'S01'S12'S02'S13'S06'S04'S05
抒 P02'S01'S12'S02'S09'S06'S10'S12
芙 P12'S01'S03'S03'S01'S01'S04'S05
芜 P12'S01'S03'S03'S01'S01'S04'S24
苇 P12'S01'S03'S03'S01'S01'S20'S03
芥 P12'S01'S03'S03'S04'S05'S04'S03
芯 P12'S01'S03'S03'S06'S24'S06'S06
芭 P12'S01'S03'S03'S08'S03'S01'S24
杖 P02'S01'S03'S04'S05'S01'S04'S05
杉 P02'S01'S03'S04'S05'S04'S04'S04
巫 P21'S01'S03'S04'S06'S04'S06'S01
杈 P02'S01'S03'S04'S05'S09'S05'S06
甫 P21'S01'S03'S20'S01'S01'S03'S06
匣 P34'S01'S11'S03'S08'S01'S01'S03
轩 P01'S01'S14'S01'S03'S01'S01'S03
卤 P12'S03'S01'S03'S08'S01'S04'S06
肖 P12'S03'S06'S04'S03'S20'S01'S01
吱 P02'S03'S08'S01'S01'S03'S09'S05
吠 P02'S03'S08'S01'S01'S04'S05'S06
呕 P02'S03'S08'S01'S01'S11'S04'S06
呐 P02'S03'S08'S01'S03'S20'S04'S06
吟 P02'S03'S08'S01'S04'S05'S06'S09
呛 P04'S03'S08'S01'S04'S05'S20'S24
吻 P02'S03'S08'S01'S04'S20'S04'S04
吭 P02'S03'S08'S01'S06'S01'S04'S27
邑 P12'S03'S08'S01'S08'S03'S01'S24
囤 P31'S03'S08'S01'S01'S11'S03'S24
吮 P04'S03'S08'S01'S14'S06'S04'S24
岖 P02'S03'S11'S03'S01'S11'S04'S06
牡 P02'S04'S01'S01'S03'S01'S03'S01
佑 P02'S04'S03'S01'S04'S03'S08'S01
佃 P02'S04'S03'S03'S08'S01'S03'S01
伺 P04'S04'S03'S20'S01'S03'S08'S01
囱 P31'S04'S03'S08'S04'S09'S06
肛 P01'S04'S20'S01'S01'S01'S03'S01
肘 P01'S04'S20'S01'S01'S01'S12'S06
甸 P38'S04'S20'S03'S08'S01'S03'S01
狈 P02'S04'S16'S04'S03'S08'S04'S06
鸠 P02'S04'S27'S04'S20'S06'S29'S01
彤 P01'S04'S20'S01'S06'S04'S04'S04
灸 P12'S04'S03'S08'S01'S01'S01'S06'S04'S04'S05
刨 P01'S04'S20'S08'S01'S24'S03'S12
庇 P36'S06'S01'S04'S04'S24'S04'S24
吝 P11'S06'S01'S04'S05'S03'S08'S01
庐 P36'S06'S01'S04'S06'S08'S01'S04
闰 P32'S06'S03'S20'S01'S01'S03'S01
兑 P14'S06'S04'S03'S08'S01'S04'S24
灼 P02'S06'S04'S04'S05'S04'S20'S06
沐 P02'S06'S06'S02'S01'S03'S04'S05
沛 P02'S06'S06'S02'S01'S03'S20'S03
汰 P02'S06'S06'S02'S01'S04'S05'S06
沥 P04'S06'S06'S02'S01'S04'S20'S04
沦 P02'S06'S06'S02'S04'S05'S04'S24
汹 P04'S06'S06'S02'S04'S06'S11'S03
沧 P02'S06'S06'S02'S04'S05'S20'S24
沪 P02'S06'S06'S02'S06'S08'S01'S04
忱 P02'S06'S06'S03'S06'S10'S04'S24
诅 P02'S06'S19'S03'S08'S01'S01'S01
诈 P02'S06'S19'S04'S01'S03'S01'S01
罕 P15'S06'S06'S10'S04'S06'S01'S01'S03
屁 P36'S08'S01'S04'S04'S24'S04'S24
坠 P15'S28'S03'S04'S05'S01'S03'S01
妓 P02'S15'S04'S01'S01'S03'S09'S05
姊 P02'S15'S04'S01'S04'S03'S08'S01'S01'S01
妒 P02'S15'S04'S01'S06'S08'S01'S04
纬 P02'S14'S14'S02'S01'S01'S20'S03
玫 P02'S01'S01'S03'S01'S04'S01'S04'S05
卦 P05'S01'S03'S01'S01'S03'S01'S03'S06
坷 P02'S01'S03'S01'S01'S03'S08'S12
坯 P04'S01'S03'S01'S01'S04'S03'S06'S01
拓 P02'S01'S12'S02'S01'S04'S03'S08'S01
坪 P02'S01'S03'S01'S01'S06'S04'S01'S03
坤 P02'S01'S03'S01'S03'S08'S01'S01'S03
拄 P02'S01'S12'S02'S06'S01'S01'S03'S01
拧 P04'S01'S12'S02'S06'S06'S10'S01'S12
拂 P02'S01'S12'S02'S08'S01'S29'S04'S03
拙 P02'S01'S12'S02'S11'S03'S03'S11'S03
拇 P02'S01'S12'S02'S14'S20'S01'S06'S06
拗 P04'S01'S12'S02'S14'S14'S06'S20'S04
茉 P12'S01'S03'S03'S01'S01'S03'S04'S05
昔 P11'S01'S03'S08'S04'S11'S01'S03'S08'S01'S01
苛 P12'S01'S03'S03'S01'S03'S08'S12
苫 P12'S01'S03'S03'S03'S01'S03'S08'S01
苟 P14'S01'S03'S03'S04'S20'S03'S08'S01
苞 P12'S01'S03'S03'S04'S20'S08'S01'S24
茁 P12'S01'S03'S03'S11'S03'S03'S11'S03
苔 P14'S01'S03'S03'S14'S06'S03'S08'S01
枉 P02'S01'S03'S04'S05'S01'S01'S03'S01
枢 P04'S01'S03'S04'S05'S01'S11'S04'S06
枚 P02'S01'S03'S04'S05'S04'S01'S04'S05
枫 P04'S01'S03'S04'S05'S04'S21'S04'S06
杭 P02'S01'S03'S04'S05'S06'S01'S04'S27
郁 P01'S01'S04'S03'S20'S01'S01'S28'S03
矾 P02'S01'S04'S03'S08'S01'S04'S27'S06
奈 P12'S01'S04'S05'S01'S01'S12'S04'S06
奄 P12'S01'S04'S05'S03'S08'S01'S01'S24
殴 P06'S01'S11'S04'S06'S04'S27'S09'S05
歧 P02'S03'S01'S03'S01'S01'S03'S09'S05
卓 P14'S03'S01'S03'S08'S01'S01'S01'S03
昙 P02'S03'S08'S01'S01'S01'S01'S14'S06
哎 P04'S03'S08'S01'S01'S03'S03'S04'S06
咕 P02'S03'S08'S01'S01'S03'S03'S08'S01
呵 P02'S03'S08'S01'S01'S03'S08'S12
咙 P02'S03'S08'S01'S01'S04'S24'S04'S06
呻 P02'S03'S08'S01'S03'S08'S01'S01'S03
咒 P15'S03'S08'S01'S03'S08'S01'S04'S27
咆 P02'S03'S08'S01'S04'S20'S08'S01'S24
咖 P04'S03'S08'S01'S20'S04'S03'S08'S01
帕 P02'S03'S20'S03'S04'S03'S08'S01'S01
账 P02'S03'S08'S04'S06'S04'S01'S13'S05
贬 P02'S03'S08'S04'S06'S04'S06'S09'S05
贮 P04'S03'S08'S04'S06'S06'S06'S10'S01
氛 P38'S04'S01'S01'S21'S04'S05'S20'S04
秉 P21'S04'S01'S08'S01'S01'S03'S04'S05
岳 P11'S04'S03'S01'S03'S01'S03'S11'S03
侠 P02'S04'S03'S01'S06'S04'S01'S04'S05
侥 P04'S04'S03'S01'S17'S04'S01'S04'S24
侣 P04'S04'S03'S03'S08'S01'S03'S08'S01
侈 P04'S04'S03'S04'S09'S06'S04'S09'S06
卑 P11'S04'S03'S08'S01'S01'S04'S01'S03
刽 P05'S04'S05'S01'S01'S14'S06'S03'S12
刹 P05'S04'S06'S01'S12'S04'S06'S03'S12
肴 P14'S04'S06'S01'S04'S03'S20'S01'S01
觅 P12'S04'S06'S06'S04'S03'S08'S04'S24
忿 P11'S04'S05'S20'S04'S06'S24'S06'S06
瓮 P12'S04'S05'S14'S06'S01'S13'S21'S06
肮 P02'S04'S20'S01'S01'S06'S01'S04'S27
肪 P02'S04'S20'S01'S01'S06'S01'S20'S04
狞 P04'S04'S16'S04'S06'S06'S10'S01'S12
庞 P36'S06'S01'S04'S01'S04'S24'S04'S06
疟 P36'S06'S01'S04'S06'S02'S01'S11'S01
疙 P36'S06'S01'S04'S06'S02'S04'S01'S27
疚 P36'S06'S01'S04'S06'S02'S04'S03'S08'S01'S01'S01
卒 P13'S06'S01'S04'S05'S04'S05'S01'S03
氓 P02'S06'S01'S11'S08'S01'S13'S01'S17
炬 P02'S06'S04'S04'S05'S01'S08'S01'S11
沽 P02'S06'S06'S02'S01'S03'S03'S08'S01
沮 P02'S06'S06'S02'S03'S08'S01'S01'S01
泣 P02'S06'S06'S02'S06'S01'S06'S04'S01
泞 P04'S06'S06'S02'S06'S06'S10'S01'S12
泌 P02'S06'S06'S02'S06'S24'S06'S06'S04
沼 P04'S06'S06'S02'S20'S04'S03'S08'S01
怔 P02'S06'S06'S03'S01'S03'S01'S03'S01
怯 P04'S06'S06'S03'S01'S03'S01'S14'S06
宠 P12'S06'S06'S10'S01'S04'S24'S04'S06
宛 P14'S06'S06'S10'S04'S09'S06'S20'S24
衩 P02'S06'S09'S03'S04'S06'S09'S05'S06
祈 P02'S06'S09'S03'S06'S04'S04'S01'S03
诡 P07'S06'S19'S04'S09'S01'S04'S20'S24
帚 P13'S08'S01'S01'S06'S10'S03'S20'S03
屉 P36'S08'S01'S04'S01'S03'S03'S01'S11
弧 P02'S08'S01'S29'S04'S04'S13'S06'S05
弥 P02'S08'S01'S29'S04'S10'S12'S04'S06
陋 P04'S28'S03'S01'S03'S20'S04'S05'S11
陌 P02'S28'S03'S01'S04'S03'S08'S01'S01
函 P33'S09'S12'S06'S02'S04'S06'S11'S03
姆 P02'S15'S04'S01'S14'S20'S01'S06'S06
虱 P38'S21'S04'S03'S08'S01'S03'S01'S06
叁 P13'S14'S06'S01'S04'S05'S01'S01'S01
绅 P02'S14'S14'S02'S03'S08'S01'S01'S03
驹 P04'S08'S29'S01'S04'S20'S03'S08'S01
绊 P02'S14'S14'S02'S06'S04'S01'S01'S03
绎 P04'S14'S14'S02'S09'S05'S01'S01'S03
契 P15'S01'S01'S01'S03'S20'S04'S01'S04'S05
贰 P38'S01'S17'S06'S01'S01'S03'S08'S04'S06
玷 P02'S01'S01'S03'S01'S03'S01'S03'S08'S01
玲 P02'S01'S01'S03'S01'S04'S05'S06'S09'S06
珊 P02'S01'S01'S03'S01'S04'S20'S04'S20'S01'S01
拭 P04'S01'S12'S02'S01'S17'S06'S01'S03'S01
拷 P04'S01'S12'S02'S01'S03'S01'S04'S01'S29
拱 P02'S01'S12'S02'S01'S03'S03'S01'S03'S08'S01'S01'S04'S05
挟 P02'S01'S12'S02'S01'S06'S04'S01'S04'S05
垢 P02'S01'S03'S01'S04'S04'S01'S03'S08'S01
垛 P04'S01'S03'S01'S04'S27'S01'S03'S04'S05
拯 P07'S01'S12'S02'S09'S12'S09'S04'S05'S01
荆 P05'S01'S03'S03'S01'S01'S04'S03'S03'S12
茸 P12'S01'S03'S03'S01'S03'S03'S01'S01'S01
茬 P12'S01'S03'S03'S01'S04'S03'S01'S03'S01
荚 P12'S01'S03'S03'S01'S06'S04'S01'S04'S05
茵 P14'S01'S03'S03'S03'S08'S01'S01'S04'S05
茴 P14'S01'S03'S03'S03'S08'S01'S03'S08'S01
荞 P14'S01'S03'S03'S04'S01'S04'S05'S04'S03
荠 P14'S01'S03'S03'S04'S05'S04'S03
荤 P14'S01'S03'S03'S06'S10'S01'S14'S01'S03
荧 P13'S01'S03'S03'S06'S10'S06'S04'S04'S05
荔 P17'S01'S03'S03'S20'S04'S20'S04'S20'S04
栈 P02'S01'S03'S04'S05'S01'S01'S17'S04'S06
柑 P02'S01'S03'S04'S05'S01'S03'S03'S01'S01
栅 P02'S01'S03'S04'S05'S04'S20'S04'S20'S01'S01
柠 P04'S01'S03'S04'S05'S06'S06'S10'S01'S12
枷 P04'S01'S03'S04'S05'S20'S04'S03'S08'S01
勃 P08'S01'S03'S06'S10'S09'S12'S01'S20'S04
柬 P21'S01'S03'S08'S06'S04'S01'S03'S04'S05
砂 P02'S01'S04'S03'S08'S01'S03'S04'S06'S04
泵 P12'S01'S04'S03'S08'S01'S12'S09'S04'S05
砚 P02'S01'S04'S03'S08'S01'S03'S08'S04'S24
鸥 P02'S01'S11'S04'S20'S06'S29'S01
轴 P02'S01'S14'S01'S03'S03'S08'S01'S03'S01
韭 P15'S03'S01'S01'S01'S03'S01'S01'S01'S01
虐 P36'S03'S01'S10'S04'S01'S24'S01'S11'S01
昧 P02'S03'S08'S01'S01'S01'S01'S03'S04'S05
盹 P02'S03'S08'S01'S01'S01'S01'S11'S03'S24
咧 P04'S03'S08'S01'S01'S04'S09'S06'S03'S12
昵 P04'S03'S08'S01'S01'S08'S01'S04'S04'S24
昭 P04'S03'S08'S01'S01'S20'S04'S03'S08'S01
盅 P12'S03'S08'S01'S03'S03'S08'S03'S03'S01
勋 P05'S03'S08'S01'S03'S08'S04'S06'S20'S04
哆 P04'S03'S08'S01'S04'S09'S06'S04'S09'S06
咪 P02'S03'S08'S01'S06'S04'S01'S03'S04'S05
哟 P04'S03'S08'S01'S14'S14'S02'S04'S20'S06
幽 P33'S03'S14'S14'S06'S14'S14'S06'S11'S03
钙 P02'S04'S01'S01'S01'S13'S01'S03'S01'S29
钝 P02'S04'S01'S01'S01'S13'S01'S11'S03'S24
钠 P02'S04'S01'S01'S01'S13'S03'S20'S04'S06
钦 P02'S04'S01'S01'S01'S13'S04'S10'S04'S05
钧 P02'S04'S01'S01'S01'S13'S04'S20'S06'S02
钮 P02'S04'S01'S01'S01'S13'S08'S01'S04'S01
毡 P37'S04'S01'S01'S24'S03'S01'S03'S08'S01
氢 P38'S04'S01'S01'S21'S09'S06'S01'S03'S01
秕 P04'S04'S01'S03'S04'S05'S04'S24'S04'S24
俏 P02'S04'S03'S03'S06'S04'S03'S20'S01'S01
俄 P02'S04'S03'S04'S01'S12'S02'S17'S04'S06
俐 P04'S04'S03'S04'S01'S03'S04'S05'S03'S12
侯 P04'S04'S03'S08'S01'S04'S01'S01'S04'S06
徊 P04'S04'S04'S03'S03'S08'S01'S03'S08'S01
衍 P03'S04'S04'S03'S06'S06'S02'S01'S01'S12
胚 P04'S04'S20'S01'S01'S01'S04'S03'S06'S01
胧 P02'S04'S20'S01'S01'S01'S04'S24'S04'S06
胎 P04'S04'S20'S01'S01'S14'S06'S03'S08'S01
狰 P02'S04'S16'S04'S04'S09'S08'S01'S01'S12
饵 P02'S06'S09'S03'S06'S01'S03'S03'S01'S01'S01
峦 P11'S06'S01'S03'S03'S04'S06'S03'S11'S03
奕 P11'S06'S01'S04'S12'S04'S06'S01'S04'S05
咨 P15'S06'S02'S04'S10'S04'S05'S03'S08'S01
飒 P04'S06'S01'S06'S04'S01'S04'S21'S04'S06
闺 P32'S06'S03'S20'S01'S03'S01'S01'S03'S01
闽 P32'S06'S03'S20'S03'S08'S01'S03'S01'S06
籽 P01'S06'S04'S01'S03'S04'S05'S09'S12'S01
娄 P11'S06'S04'S01'S03'S04'S05'S15'S04'S01
烁 P02'S06'S04'S04'S05'S04'S11'S12'S04'S06
炫 P02'S06'S04'S04'S05'S06'S01'S14'S14'S06
洼 P04'S06'S06'S02'S01'S03'S01'S01'S03'S01
柒 P15'S06'S06'S02'S04'S24'S01'S03'S04'S05
涎 P04'S06'S06'S02'S04'S03'S01'S11'S26'S05
洛 P04'S06'S06'S02'S04'S09'S05'S03'S08'S01
恃 P04'S06'S06'S03'S01'S03'S01'S01'S12'S06
恍 P02'S06'S06'S03'S03'S06'S04'S01'S04'S24
恬 P02'S06'S06'S03'S04'S01'S03'S03'S08'S01
恤 P02'S06'S06'S03'S04'S03'S08'S03'S03'S01
宦 P12'S06'S06'S10'S01'S03'S08'S01'S03'S11
诫 P04'S06'S19'S01'S17'S04'S06'S01'S04'S03
诬 P02'S06'S19'S01'S03'S04'S06'S04'S06'S01
祠 P04'S06'S09'S03'S06'S20'S01'S03'S08'S01
诲 P04'S06'S19'S04'S01'S14'S20'S01'S06'S06
屏 P36'S08'S01'S04'S06'S04'S01'S01'S04'S03
屎 P36'S08'S01'S04'S06'S04'S01'S03'S04'S05
逊 P37'S09'S12'S01'S12'S04'S06'S06'S26'S05
陨 P04'S28'S03'S03'S08'S01'S03'S08'S04'S06
姚 P04'S15'S04'S01'S04'S06'S02'S04'S06
娜 P04'S15'S04'S01'S20'S01'S01'S04'S28'S03
蚤 P12'S09'S05'S06'S03'S08'S01'S03'S01'S06
骇 P02'S08'S29'S01'S06'S01'S14'S04'S04'S06
耘 P02'S01'S01'S01'S03'S04'S05'S01'S01'S14'S06
耙 P02'S01'S01'S01'S03'S04'S05'S08'S03'S01'S24
秦 P11'S01'S01'S01'S04'S05'S04'S01'S03'S04'S05
匿 P34'S01'S11'S01'S03'S03'S01'S04'S03'S08'S01
埂 P02'S01'S03'S01'S01'S03'S08'S01'S01'S04'S05
捂 P04'S01'S12'S02'S01'S03'S08'S01'S03'S08'S01
捍 P01'S01'S12'S02'S03'S08'S01'S01'S01'S01'S03
袁 P13'S01'S03'S01'S03'S08'S01'S04'S13'S04'S05
捌 P07'S01'S12'S02'S03'S08'S01'S20'S04'S03'S12
挫 P02'S01'S12'S02'S04'S05'S04'S05'S01'S03'S01
挚 P15'S01'S12'S02'S04'S27'S04'S01'S01'S12
捣 P04'S01'S12'S02'S04'S20'S06'S29'S03'S11'S03
捅 P02'S01'S12'S02'S09'S06'S03'S20'S01'S01'S03
埃 P04'S01'S03'S01'S14'S06'S04'S01'S01'S04'S06
耿 P01'S01'S03'S03'S01'S01'S01'S06'S04'S04'S05
聂 P14'S01'S03'S03'S01'S01'S01'S09'S05'S09'S05
荸 P13'S01'S03'S03'S01'S03'S06'S06'S10'S09'S12'S01
莽 P13'S01'S03'S03'S01'S04'S05'S06'S01'S04'S03
莱 P14'S01'S03'S03'S04'S06'S06'S04'S01'S03'S04'S05
莉 P14'S01'S03'S03'S04'S01'S03'S04'S05'S03'S12
莹 P13'S01'S03'S03'S06'S10'S01'S01'S03'S01'S06
莺 P13'S01'S03'S03'S06'S10'S04'S20'S06'S29'S01
梆 P04'S01'S03'S04'S05'S01'S01'S01'S04'S28'S03
栖 P02'S01'S03'S04'S05'S01'S03'S08'S04'S11'S01
桦 P07'S01'S03'S04'S05'S04'S03'S04'S24'S01'S03
栓 P04'S01'S03'S04'S05'S04'S05'S01'S01'S03'S01
桅 P07'S01'S03'S04'S05'S04'S09'S01'S04'S20'S24
桩 P04'S01'S03'S04'S05'S06'S01'S04'S01'S03'S01
贾 P11'S01'S03'S08'S03'S03'S01'S03'S08'S04'S06
酌 P01'S01'S03'S08'S04'S11'S01'S01'S04'S20'S06
砸 P04'S01'S04'S03'S08'S01'S01'S11'S03'S20'S03
砰 P02'S01'S04'S03'S08'S01'S01'S06'S04'S01'S03
砾 P02'S01'S04'S03'S08'S01'S04'S11'S12'S04'S06
殉 P04'S01'S04'S09'S06'S04'S20'S03'S08'S01'S01
逞 P37'S03'S08'S01'S01'S01'S03'S01'S06'S26'S05
哮 P04'S03'S08'S01'S01'S03'S01'S04'S09'S12'S01
唠 P07'S03'S08'S01'S01'S03'S03'S06'S10'S20'S04
哺 P02'S03'S08'S01'S01'S03'S20'S01'S01'S03'S06
剔 P05'S03'S08'S01'S01'S04'S20'S04'S04'S03'S12
蚌 P02'S03'S08'S01'S03'S01'S06'S01'S01'S01'S03
蚜 P02'S03'S08'S01'S03'S01'S06'S01'S14'S12'S04
畔 P02'S03'S08'S01'S03'S01'S06'S04'S01'S01'S03
蚣 P04'S03'S08'S01'S03'S01'S06'S04'S05'S14'S06
蚪 P02'S03'S08'S01'S03'S01'S06'S06'S06'S01'S03
蚓 P04'S03'S08'S01'S03'S01'S06'S08'S01'S29'S03
哩 P02'S03'S08'S01'S03'S08'S01'S01'S03'S01'S01
圃 P31'S03'S08'S01'S01'S03'S20'S01'S01'S03'S06
鸯 P12'S03'S08'S01'S04'S05'S04'S20'S06'S29'S01
唁 P02'S03'S08'S01'S06'S01'S01'S01'S03'S08'S01
哼 P07'S03'S08'S01'S06'S01'S03'S08'S01'S09'S12
唆 P07'S03'S08'S01'S14'S06'S04'S05'S04'S09'S05
峭 P02'S03'S11'S03'S03'S06'S04'S03'S20'S01'S01
唧 P04'S03'S08'S01'S08'S01'S01'S13'S06'S20'S03
峻 P07'S03'S11'S03'S14'S06'S04'S05'S04'S09'S05
赂 P04'S03'S08'S04'S06'S04'S09'S05'S03'S08'S01
赃 P04'S03'S08'S04'S06'S06'S01'S04'S01'S03'S01
钾 P02'S04'S01'S01'S01'S13'S03'S08'S01'S01'S03
铆 P04'S04'S01'S01'S01'S13'S04'S13'S04'S20'S03
氨 P38'S04'S01'S01'S21'S06'S06'S10'S15'S04'S01
秫 P02'S04'S01'S03'S04'S05'S01'S03'S08'S01'S03'S04'S05
笆 P15'S04'S01'S06'S04'S01'S06'S08'S03'S01'S24
俺 P04'S04'S03'S01'S04'S05'S03'S08'S01'S01'S24
赁 P15'S04'S03'S04'S01'S03'S01'S03'S08'S04'S06
倔 P04'S04'S03'S08'S01'S04'S11'S03'S03'S11'S03
殷 P09'S04'S04'S08'S01'S01'S20'S04'S27'S09'S05
耸 P15'S04'S05'S04'S05'S01'S03'S03'S01'S01'S01
舀 P12'S04'S06'S06'S04'S04'S03'S08'S01'S01'S01
豺 P01'S04'S06'S06'S04'S16'S04'S04'S01'S12'S04
豹 P01'S04'S06'S06'S04'S16'S04'S04'S04'S20'S06
颁 P02'S04'S05'S20'S04'S01'S04'S03'S08'S04'S05
胯 P04'S04'S20'S01'S01'S01'S04'S05'S01'S01'S29
胰 P02'S04'S20'S01'S01'S01'S08'S01'S29'S04'S05
脐 P04'S04'S20'S01'S01'S06'S01'S04'S05'S04'S03
脓 P02'S04'S20'S01'S01'S06'S10'S04'S13'S04'S05
逛 P37'S04'S16'S04'S01'S01'S03'S01'S06'S26'S05
卿 P03'S04'S13'S04'S08'S01'S01'S13'S06'S20'S03
鸵 P02'S04'S20'S06'S29'S01'S06'S06'S10'S04'S24
鸳 P15'S04'S09'S06'S20'S24'S04'S20'S06'S29'S01
馁 P04'S04'S10'S13'S04'S06'S06'S04'S15'S04'S01
凌 P07'S06'S02'S01'S03'S01'S04'S05'S04'S09'S05
凄 P04'S06'S02'S01'S08'S01'S01'S03'S15'S04'S01
衷 P13'S06'S01'S03'S08'S01'S03'S04'S13'S04'S05
郭 P08'S06'S01'S03'S08'S01'S09'S12'S01'S28'S03
斋 P12'S06'S01'S04'S05'S01'S04'S03'S20'S03'S03
疹 P36'S06'S01'S04'S06'S02'S04'S05'S04'S04'S04
紊 P14'S06'S01'S04'S05'S14'S14'S06'S12'S04'S06
瓷 P15'S06'S02'S04'S10'S04'S05'S01'S13'S21'S06
羔 P11'S06'S04'S01'S01'S03'S01'S06'S06'S06'S06
烙 P04'S06'S04'S04'S05'S04'S09'S05'S03'S08'S01
浦 P02'S06'S06'S02'S01'S03'S20'S01'S01'S03'S06
涡 P04'S06'S06'S02'S03'S08'S01'S03'S20'S04'S06
涣 P02'S06'S06'S02'S04'S09'S03'S08'S01'S04'S05
涤 P04'S06'S06'S02'S04'S09'S05'S01'S12'S04'S06
涧 P04'S06'S06'S02'S06'S03'S20'S03'S08'S01'S01
涕 P02'S06'S06'S02'S06'S04'S08'S01'S29'S03'S04
涩 P04'S06'S06'S02'S20'S04'S06'S03'S01'S03'S01
悍 P04'S06'S06'S03'S03'S08'S01'S01'S01'S01'S03
悯 P04'S06'S06'S03'S06'S03'S20'S06'S01'S04'S05
窍 P16'S06'S06'S10'S04'S06'S01'S03'S01'S01'S29
诺 P04'S06'S19'S01'S03'S03'S01'S04'S03'S08'S01
诽 P04'S06'S19'S03'S01'S01'S01'S03'S01'S01'S01
袒 P04'S06'S09'S03'S04'S06'S03'S08'S01'S01'S01
谆 P07'S06'S19'S06'S01'S03'S08'S01'S09'S12'S01
祟 P11'S11'S03'S03'S11'S03'S01'S01'S12'S04'S06
恕 P15'S15'S04'S01'S03'S08'S01'S06'S24'S06'S06
娩 P02'S15'S04'S01'S04'S09'S03'S08'S01'S04'S24
骏 P07'S08'S29'S01'S14'S06'S04'S05'S04'S09'S05
琐 P02'S01'S01'S03'S01'S03'S06'S04'S03'S08'S04'S06
麸 P05'S01'S01'S03'S01'S04'S09'S05'S01'S01'S04'S05
琉 P04'S01'S01'S03'S01'S06'S01'S14'S06'S04'S03'S24
琅 P02'S01'S01'S03'S01'S06'S08'S01'S01'S13'S04'S05
措 P04'S01'S12'S02'S01'S03'S03'S01'S03'S08'S01'S01'S03'S08'S01'S01
捺 P04'S01'S12'S02'S01'S04'S05'S01'S01'S12'S04'S06
捶 P02'S01'S12'S02'S04'S01'S03'S01'S03'S04'S01'S01
赦 P01'S01'S03'S01'S04'S12'S04'S06'S04'S01'S04'S05
埠 P04'S01'S03'S01'S04'S03'S08'S01'S08'S01'S01'S03
捻 P07'S01'S12'S02'S04'S05'S06'S09'S06'S24'S06'S06
掐 P04'S01'S12'S02'S04'S09'S04'S03'S08'S01'S01'S01
掂 P04'S01'S12'S02'S06'S01'S04'S03'S01'S03'S08'S01
掖 P07'S01'S12'S02'S06'S01'S04'S03'S04'S09'S06'S05
掷 P04'S01'S12'S02'S06'S04'S01'S01'S04'S05'S28'S03
掸 P02'S01'S12'S02'S06'S04'S03'S08'S01'S01'S01'S03
掺 P07'S01'S12'S02'S14'S06'S01'S04'S05'S04'S04'S04
勘 P08'S01'S03'S03'S01'S01'S01'S04'S05'S11'S20'S04
聊 P04'S01'S03'S03'S01'S01'S01'S04'S13'S04'S20'S03
娶 P15'S01'S03'S03'S01'S01'S01'S09'S05'S15'S04'S01
菱 P17'S01'S03'S03'S01'S03'S01'S04'S05'S04'S09'S05
菲 P14'S01'S03'S03'S03'S01'S01'S01'S03'S01'S01'S01
萎 P14'S01'S03'S03'S04'S01'S03'S04'S05'S15'S04'S01
菩 P14'S01'S03'S03'S06'S01'S06'S04'S01'S03'S08'S01
萤 P13'S01'S03'S03'S06'S10'S03'S08'S01'S03'S01'S06
乾 P09'S01'S03'S03'S08'S01'S01'S01'S03'S04'S01'S27
萧 P12'S01'S03'S03'S08'S01'S01'S03'S04'S03'S04'S06
萨 P14'S01'S03'S03'S28'S03'S06'S01'S06'S04'S01'S04
